Title,Details,Category,Rating,Votes,Director
Gravitacija,2013N-131h 31m,Drama,7.7,853K,Alfonso Cuarón
Rožės vardas,1986R2h 10m,Drama,7.7,115K,Jean-Jacques Annaud
Pakilo vėjas,2013PG-132h 6m,Animation,7.7,95K,Hayao Miyazaki
Ponas Niekas,2009R2h 21m,Drama,7.7,243K,Jaco Van Dormael
"O, broli, kur tu?",2000PG-131h 47m,Adventure,7.7,326K,Joel Coen
Le otto montagne,2022Not Rated2h 27m,Drama,7.7,12K,Felix van Groeningen
Saules imperija,1987PG2h 33m,Drama,7.7,132K,Steven Spielberg
Del musu likimo ir žvaigždes kaltos,2014N-132h 6m,Drama,7.7,395K,Josh Boone
Blogis,2003Not Rated1h 53m,Drama,7.7,41K,Mikael Håfström
Lego filmas,2014V1h 40m,Animation,7.7,382K,Phil Lord
Piktieji numirėliai 2,1987R1h 24m,Comedy,7.7,179K,Sam Raimi
Atsiskyrimas vardan išlikimo,2011Not Rated1h 38m,Drama,7.7,96K,Tony Kaye
Boni ir Klaidas,1967R1h 51m,Action,7.7,119K,Arthur Penn
Ralfas Griovėjas,2012PG1h 41m,Animation,7.7,449K,Rich Moore
Kelias į pražūtį,2002R1h 57m,Crime,7.7,281K,Sam Mendes
Serpikas,1973R2h 10m,Biography,7.7,132K,Sidney Lumet
Traukinys į Jumą,2007R2h 2m,Action,7.7,327K,James Mangold
Prancūzų ryšininkas,1971R1h 44m,Action,7.7,133K,William Friedkin
Bornas: Absoliutus pranašumas,2004PG-131h 48m,Action,7.7,481K,Paul Greengrass
Visko teorija,2014N-132h 3m,Biography,7.7,474K,James Marsh
Adaptacija.,2002R1h 55m,Comedy,7.7,200K,Spike Jonze
Linksmu Kaledu,2005PG-131h 56m,Drama,7.7,31K,Christian Carion
Filadelfija,1993PG-132h 5m,Drama,7.7,254K,Jonathan Demme
Nebraska,2013N-131h 55m,Drama,7.7,122K,Alexander Payne
Konkurentai,1992R1h 40m,Crime,7.7,114K,James Foley
Mano puikioji ledi,1964G2h 50m,Drama,7.7,100K,George Cukor
Tuntematon sotilas,20173h,Drama,7.7,13K,Aku Louhimies
Laimingas skaičius kitas,2006R1h 50m,Crime,7.7,323K,Paul McGuigan
Kung fu,2004R1h 39m,Action,7.7,148K,Stephen Chow
Čikagos septynetuko teismas,2020R2h 9m,Drama,7.7,190K,Aaron Sorkin
Isimylejęs iki ausu,2010PG1h 30m,Comedy,7.7,96K,Rob Reiner
Būti Džonu Malkovičiumi,1999R1h 53m,Comedy,7.7,349K,Spike Jonze
Tolyn į tamsą. Žvaigždžių kelias,2013N-72h 12m,Action,7.7,494K,J.J. Abrams
Dvidešimtas amžius,1976Unrated5h 17m,Drama,7.7,27K,Bernardo Bertolucci
Bilis Eliotas,2000R1h 50m,Drama,7.7,141K,Stephen Daldry
Purvinasis Haris,1971R1h 42m,Action,7.7,166K,Don Siegel
Purvinas tuzinas,1967Approved2h 30m,Action,7.7,78K,Robert Aldrich
Paprika,2006V1h 30m,Animation,7.7,93K,Satoshi Kon
Žvaigždžiu kelias II. Kano iniršis,1982V1h 53m,Action,7.7,128K,Nicholas Meyer
Roma,2018R2h 15m,Drama,7.7,167K,Alfonso Cuarón
Iki paskutinio atodūsio,1960Not Rated1h 30m,Crime,7.7,87K,Jean-Luc Godard
Tai - Anglija,2006Not Rated1h 41m,Crime,7.7,127K,Shane Meadows
Marcel the Shell with Shoes On,2021PG1h 30m,Animation,7.7,24K,Dean Fleischer Camp
Hamletas,1996PG-134h 2m,Drama,7.7,40K,Kenneth Branagh
Paprasti žmones,1980R2h 4m,Drama,7.7,56K,Robert Redford
Malkolmas X,1992PG-133h 22m,Biography,7.7,100K,Spike Lee
Žmogus iš niekur,2010R1h 59m,Action,7.7,74K,Lee Jeong-beom
Lat sau san taam,1992R2h 8m,Action,7.7,53K,John Woo
Gyveno karta Uve,2015PG-131h 56m,Comedy,7.7,67K,Hannes Holm
Sorcerer,1977PG2h 1m,Adventure,7.7,26K,William Friedkin
The Music Man,1962G2h 31m,Comedy,7.7,19K,Morton DaCosta
Rejus,2004PG-132h 32m,Biography,7.7,155K,Taylor Hackford
Milerio kryžkelė,1990R1h 55m,Crime,7.7,140K,Joel Coen
Dienos gražuole,1967R1h 40m,Drama,7.7,48K,Luis Buñuel
Klerkai,1994R1h 32m,Comedy,7.7,230K,Kevin Smith
Trys riešuteliai Pelenei,19731h 28m,Drama,7.7,11K,Václav Vorlícek
Laimė,1998NC-172h 14m,Comedy,7.7,73K,Todd Solondz
Nederlingos žemės,1973PG1h 34m,Action,7.7,77K,Terrence Malick
Kūrinys be autoriaus,2018R3h 9m,Biography,7.7,25K,Florian Henckel von Donnersmarck
Afrikos karalienė,1951PG1h 45m,Adventure,7.7,83K,John Huston
Kurenai no buta,1992PG1h 34m,Animation,7.7,98K,Hayao Miyazaki
Didis grožis,2013Not Rated2h 21m,Drama,7.7,96K,Paolo Sorrentino
Verdiktas,1982R2h 9m,Drama,7.7,45K,Sidney Lumet
The Devils,1971X1h 51m,Biography,7.7,18K,Ken Russell
Maištas Keino laive,1954Not Rated2h 4m,Drama,7.7,29K,Edward Dmytryk
Paskutinis imperatorius,1987PG-132h 43m,Biography,7.7,110K,Bernardo Bertolucci
The Deepest Breath,2023PG1h 48m,Documentary,7.7,13K,Laura McGann
Tylus vyras,1952Passed2h 9m,Comedy,7.7,41K,John Ford
Niekados šalies beieškant,2004PG1h 46m,Biography,7.7,211K,Marc Forster
Trumpos istorijos,1993R3h 8m,Comedy,7.7,47K,Robert Altman
Juodoji knyga,2006R2h 25m,Drama,7.7,80K,Paul Verhoeven
"Aš ir Erlas, ir mirštančioji",2015PG-131h 45m,Comedy,7.7,137K,Alfonso Gomez-Rejon
Fantazija,1940G2h 4m,Animation,7.7,102K,James Algar
Ilgiausia diena,1962G2h 58m,Action,7.7,58K,Ken Annakin
"Bėk, Lola, bėk",1998R1h 21m,Action,7.7,205K,Tom Tykwer
Nežinomos šalies žvėrys,2015TV-MA2h 17m,Drama,7.7,86K,Cary Joji Fukunaga
Rockstar,2011Not Rated2h 39m,Drama,7.7,48K,Imtiaz Ali
Dingimas,1988Not Rated1h 47m,Mystery,7.7,42K,George Sluizer
La planète sauvage,1973PG1h 12m,Animation,7.7,36K,René Laloux
"Pietu parkas: didesnis, ilgesnis ir neapipjaustytas",1999N-161h 21m,Animation,7.7,213K,Trey Parker
Madeo,2009R2h 9m,Crime,7.7,70K,Bong Joon Ho
Kubo ir stebuklingas kardas,2016V1h 41m,Animation,7.7,137K,Travis Knight
"Sudie, Leninai!",2003R2h 1m,Comedy,7.7,151K,Wolfgang Becker
Atmerk akis,1997R1h 59m,Drama,7.7,72K,Alejandro Amenábar
Pabusti gyvenimui,2001R1h 39m,Animation,7.7,66K,Richard Linklater
Naktis Žemėje,1991R2h 9m,Comedy,7.7,65K,Jim Jarmusch
Frostas prieš Niksoną,2008R2h 2m,Biography,7.7,111K,Ron Howard
My Dinner with Andre,1981PG1h 50m,Comedy,7.7,25K,Louis Malle
Dvigubas Veronikos gyvenimas,1991R1h 38m,Drama,7.7,52K,Krzysztof Kieslowski
Chun gwong cha sit,1997Not Rated1h 36m,Drama,7.7,33K,Kar-Wai Wong
Tobuli melagiai,20161h 36m,Comedy,7.7,70K,Paolo Genovese
Zulu,1964Not Rated2h 18m,Drama,7.7,42K,Cy Endfield
Mažasis princas,2015PG1h 48m,Animation,7.7,66K,Mark Osborne
Luzes gyvenimo ratas,2012Not Rated1h 51m,Drama,7.7,43K,Felix van Groeningen
Akiros Kurosavos sapnai,1990PG1h 59m,Drama,7.7,28K,Akira Kurosawa
Scarlet Street,1945Approved1h 42m,Crime,7.7,19K,Fritz Lang
Palauk iki sutems,1967Not Rated1h 48m,Thriller,7.7,33K,Terence Young
Invasion of the Body Snatchers,1956Approved1h 20m,Drama,7.7,54K,Don Siegel
Motociklininko dienoraštis,2004R2h 6m,Adventure,7.7,104K,Walter Salles
Plein soleil,1960PG-131h 58m,Crime,7.7,18K,René Clément
Black Narcissus,1947Not Rated1h 41m,Drama,7.7,27K,Michael Powell
Les demoiselles de Rochefort,1967G2h,Comedy,7.7,12K,Jacques Demy
Žmogus su randu,1932PG1h 33m,Action,7.7,30K,Howard Hawks
The Joy Luck Club,1993R2h 19m,Drama,7.7,18K,Wayne Wang
Mano brangioji Klementina,1946Passed1h 37m,Drama,7.7,25K,John Ford
Žmogus visiems laikams,1966G2h,Biography,7.7,37K,Fred Zinnemann
Dama išnyksta,1938Not Rated1h 36m,Mystery,7.7,56K,Alfred Hitchcock
Tresniu skonis,1997Not Rated1h 35m,Drama,7.7,35K,Abbas Kiarostami
A Place in the Sun,1951Passed2h 2m,Drama,7.7,24K,George Stevens
Uz istatymo ribu,1986R1h 47m,Comedy,7.7,55K,Jim Jarmusch
Hedwig and the Angry Inch,2001R1h 35m,Comedy,7.7,37K,John Cameron Mitchell
Cape Fear,1962Passed1h 46m,Drama,7.7,31K,J. Lee Thompson
Raazi,2018Not Rated2h 18m,Action,7.7,33K,Meghna Gulzar
Adomo obuoliai,2005R1h 34m,Comedy,7.7,54K,Anders Thomas Jensen
Magdalietės,2002R1h 54m,Drama,7.7,28K,Peter Mullan
Išpažintys,2010Not Rated1h 46m,Drama,7.7,41K,Tetsuya Nakashima
Splendor in the Grass,1961Not Rated2h 4m,Drama,7.7,22K,Elia Kazan
L'année dernière à Marienbad,1961Not Rated1h 34m,Drama,7.7,24K,Alain Resnais
The Women,1939Not Rated2h 13m,Comedy,7.7,15K,George Cukor
Moonage Daydream,2022PG-132h 15m,Documentary,7.7,13K,Brett Morgen
Eksperimentas,2001R2h,Drama,7.7,96K,Oliver Hirschbiegel
Didžioji tyla,1968Not Rated1h 45m,Drama,7.7,18K,Sergio Corbucci
When the Wind Blows,198616+1h 24m,Animation,7.7,12K,Jimmy T. Murakami
"Mergina, keliaujanti laiku",2006N-71h 38m,Animation,7.7,70K,Mamoru Hosoda
Capturing the Friedmans,2003Not Rated1h 47m,Documentary,7.7,27K,Andrew Jarecki
Gongdong gyeongbi guyeok JSA,2000Not Rated1h 50m,Action,7.7,33K,Park Chan-wook
Belvilio trynukės,2003PG-131h 20m,Animation,7.7,56K,Sylvain Chomet
Nuotykis,1960Not Rated2h 24m,Drama,7.7,32K,Michelangelo Antonioni
Vaistai,1995PG-131h 37m,Adventure,7.7,10K,Peter Horton
Purpurinė Kairo rožė,1985PG1h 22m,Comedy,7.7,54K,Woody Allen
Top Hat,1935Not Rated1h 41m,Comedy,7.7,20K,Mark Sandrich
Twelve O'Clock High,1949Not Rated2h 12m,Drama,7.7,16K,Henry King
Navalny,2022R1h 39m,Documentary,7.7,26K,Daniel Roher
How Green Was My Valley,1941Passed1h 58m,Drama,7.7,26K,John Ford
Key Largo,1948Approved1h 40m,Action,7.7,43K,John Huston
Komivojažierius,2016PG-132h 4m,Drama,7.7,64K,Asghar Farhadi
Po vestuvių,2006R2h,Drama,7.7,36K,Susanne Bier
The Awful Truth,1937Passed1h 30m,Comedy,7.7,21K,Leo McCarey
Amerikoje,2002PG-131h 45m,Drama,7.7,44K,Jim Sheridan
Strošekas,1977Not Rated1h 55m,Comedy,7.7,15K,Werner Herzog
Dingęs,1982PG2h 2m,Biography,7.7,23K,Costa-Gavras
3 Women,1977PG2h 4m,Drama,7.7,17K,Robert Altman
El infierno,2010NC-172h 29m,Action,7.7,12K,Luis Estrada
Hana-bi,19971h 43m,Crime,7.7,33K,Takeshi Kitano
Antienos sriuba,1933Not Rated1h 9m,Comedy,7.8,62K,Leo McCarey
Die Ehe der Maria Braun,1979R2h,Drama,7.7,15K,Rainer Werner Fassbinder
Ball of Fire,1941Approved1h 51m,Comedy,7.7,14K,Howard Hawks
Lokys,1988PG1h 36m,Adventure,7.7,19K,Jean-Jacques Annaud
14 Peaks: Nothing Is Impossible,2021TV-MA1h 41m,Documentary,7.7,29K,Torquil Jones
The Killers,1946Passed1h 43m,Crime,7.7,23K,Robert Siodmak
Meilė ir mirtis,1975PG1h 25m,Comedy,7.7,40K,Woody Allen
L'eclisse,1962Not Rated2h 6m,Drama,7.7,22K,Michelangelo Antonioni
Žmogus ant lyno,2008PG-131h 34m,Documentary,7.7,58K,James Marsh
Sergeant York,1941Passed2h 14m,Biography,7.7,19K,Howard Hawks
Kristaus kunas,2019Unrated1h 55m,Drama,7.7,21K,Jan Komasa
Žiulis ir Džimas,1962Not Rated1h 45m,Drama,7.7,44K,François Truffaut
Elmer Gantry,1960Approved2h 26m,Drama,7.7,13K,Richard Brooks
Le passé,2013PG-132h 10m,Drama,7.7,50K,Asghar Farhadi
The Gunfighter,1950Approved1h 25m,Western,7.7,12K,Henry King
Ojik geudaeman,20111h 48m,Action,7.7,11K,Song Il-gon
Sans toit ni loi,1985Not Rated1h 45m,Drama,7.7,13K,Agnès Varda
Bad Day at Black Rock,1955Passed1h 21m,Crime,7.7,24K,John Sturges
La ciociara,1960Not Rated1h 41m,Drama,7.7,12K,Vittorio De Sica
Mano dėdė,1958Not Rated1h 56m,Comedy,7.7,24K,Jacques Tati
Doragon bôru chô: Burorî,2018N-131h 40m,Animation,7.7,31K,Tatsuya Nagamine
Waterloo Bridge,1940Passed1h 48m,Drama,7.7,11K,Mervyn LeRoy
Meru,2015R1h 30m,Documentary,7.7,19K,Jimmy Chin
The Pawnbroker,1964Approved1h 56m,Drama,7.7,11K,Sidney Lumet
Zeligas,1983PG1h 19m,Comedy,7.7,44K,Woody Allen
Košmarų skersgatvis,1947Passed1h 50m,Drama,7.7,13K,Edmund Goulding
A Letter to Three Wives,1949Passed1h 43m,Comedy,7.7,10K,Joseph L. Mankiewicz
Iš kitos puses,2007Not Rated2h 2m,Drama,7.7,33K,Fatih Akin
The Lady Eve,1941Passed1h 34m,Comedy,7.7,23K,Preston Sturges
Berserk: Ougon jidai-hen II - Dorudorei koryaku,2012TV-MA1h 35m,Animation,7.7,12K,Toshiyuki Kubooka
Žydrasis angelas,1930Passed1h 44m,Drama,7.7,16K,Josef von Sternberg
Udta Punjab,2016Not Rated2h 28m,Action,7.7,32K,Abhishek Chaubey
Kapoor & Sons,2016Not Rated2h 12m,Comedy,7.7,28K,Shakun Batra
Captain Blood,1935Passed1h 59m,Action,7.7,15K,Michael Curtiz
Geetha Govindam,20182h 22m,Comedy,7.7,15K,Parasuram
Cocaine Cowboys,2006R1h 58m,Documentary,7.7,14K,Billy Corben
Kikudžiras,1999PG-132h 2m,Drama,7.7,22K,Takeshi Kitano
Que Horas Ela Volta?,2015R1h 52m,Comedy,7.7,16K,Anna Muylaert
A Thursday,20222h 8m,Drama,7.7,25K,Behzad Khambata
Mefistofelis,1981Unrated2h 26m,Drama,7.7,11K,István Szabó
Przypadek,1987Not Rated1h 54m,Drama,7.7,11K,Krzysztof Kieslowski
F for Fake,1973PG1h 29m,Documentary,7.7,18K,Orson Welles
Guru,2007Not Rated2h 42m,Drama,7.7,25K,Mani Ratnam
Mouchette,1967Not Rated1h 21m,Drama,7.7,13K,Robert Bresson
Nepakantumas,1916Passed2h 43m,Drama,7.7,16K,D.W. Griffith
Mind Game,2004Not Rated1h 43m,Animation,7.7,10K,Masaaki Yuasa
Oficiali versija,1985Not Rated1h 52m,Drama,7.7,11K,Luis Puenzo
The Breadwinner,2017PG-131h 34m,Animation,7.7,28K,Nora Twomey
Susitikimai prie pasaulio krašto,2007G1h 39m,Documentary,7.7,19K,Werner Herzog
Diego Maradona,2019TV-142h 10m,Documentary,7.7,18K,Asif Kapadia
Water,2005PG-131h 57m,Drama,7.7,15K,Deepa Mehta
Kolja,1996PG-131h 45m,Comedy,7.7,16K,Jan Sverák
Kelebegin Rüyasi,20132h 18m,Biography,7.7,24K,Yilmaz Erdogan
Popiól i diament,1958Not Rated1h 43m,Drama,7.7,13K,Andrzej Wajda
Kiekvienas už save ir Dievas prieš visus,1974Not Rated1h 50m,Biography,7.7,19K,Werner Herzog
Shall we dansu?,1996PG2h 16m,Comedy,7.7,12K,Masayuki Suô
Nanjing! Nanjing!,2009R2h 12m,Drama,7.7,12K,Chuan Lu
Fed Up,2014PG1h 32m,Documentary,7.7,12K,Stephanie Soechtig
Vasarvidžio nakties šypsenos,1955Not Rated1h 49m,Comedy,7.7,14K,Ingmar Bergman
Le doulos,1962Not Rated1h 48m,Crime,7.7,12K,Jean-Pierre Melville
Ivan Groznyy,1944Not Rated1h 43m,Biography,7.7,11K,Sergei Eisenstein
Mielas Frenki...,2004PG-131h 45m,Drama,7.7,22K,Shona Auerbach
Eega,2012Not Rated2h 25m,Action,7.7,27K,S.S. Rajamouli
Bang Bang You're Dead,2002R1h 33m,Crime,7.7,13K,Guy Ferland
Zero Days,2016PG-131h 56m,Documentary,7.7,10K,Alex Gibney
Vivianos Maier atradimas,2013Not Rated1h 23m,Documentary,7.7,15K,John Maloof
Atalanta,1934Not Rated1h 29m,Comedy,7.7,17K,Jean Vigo
Mr. India,19872h 59m,Action,7.7,16K,Shekhar Kapur
Inside I'm Dancing,2004R1h 44m,Comedy,7.7,16K,Damien O'Donnell
Forks Over Knives,2011PG1h 36m,Documentary,7.7,13K,Lee Fulkerson
Charakteris,1997R2h 2m,Crime,7.7,11K,Mike van Diem
Sen Aydinlatirsin Geceyi,20131h 47m,Drama,7.7,10K,Onur Ünlü
Rock On!!,2008Not Rated2h 25m,Drama,7.7,23K,Abhishek Kapoor
Nerkonda Paarvai,2019Not Rated2h 37m,Action,7.7,11K,H. Vinoth
Magadheera,2009Not Rated2h 27m,Action,7.7,25K,S.S. Rajamouli
Itirazim Var,20141h 50m,Action,7.7,14K,Onur Ünlü
Sibiro kirpėjas,19983h,Comedy,7.7,13K,Nikita Mikhalkov
Machuca,2004Not Rated1h 56m,Biography,7.7,13K,Andrés Wood
Tabutta Rövasata,19961h 15m,Drama,7.7,11K,Dervis Zaim
Gyvasis vandenynas,2009G1h 44m,Documentary,7.7,10K,Jacques Perrin
Oye Lucky! Lucky Oye!,2008Not Rated2h 5m,Comedy,7.7,18K,Dibakar Banerjee
Murderball,2005R1h 28m,Documentary,7.7,10K,Henry Alex Rubin
Mankatha,2011Not Rated2h 35m,Action,7.7,16K,Venkat Prabhu
Don,1978Not Rated2h 55m,Action,7.7,13K,Chandra Barot
Tegyvuoja meilė,2003R2h 15m,Comedy,7.6,514K,Richard Curtis
Baltos Kalėdos,1954Not Rated2h,Comedy,7.6,48K,Michael Curtiz
Haris Poteris ir išminties akmuo,2001N-72h 32m,Adventure,7.6,837K,Chris Columbus
Stebėtojų lyga,2009R2h 42m,Action,7.6,574K,Zack Snyder
Įsikūnijimas. Vandens kelias,2022PG-133h 12m,Action,7.6,471K,James Cameron
Vieną kartą Holivude,2019N-162h 41m,Comedy,7.6,813K,Quentin Tarantino
Amerikos psichopatas,2000R1h 42m,Crime,7.6,689K,Mary Harron
"Lėktuvu, traukiniu ir automobiliu",1987R1h 33m,Comedy,7.6,157K,John Hughes
Išmuštieji iš vėžių,1993R1h 43m,Comedy,7.6,196K,Richard Linklater
300,2006R1h 57m,Action,7.6,852K,Zack Snyder
Robotas policininkas,1987R1h 42m,Action,7.6,276K,Paul Verhoeven
The Bishop's Wife,1947G1h 49m,Comedy,7.6,20K,Henry Koster
Bet kokia kaina,2016N-161h 42m,Crime,7.6,247K,David Mackenzie
Haris Poteris ir netikras princas,2009N-72h 33m,Action,7.6,581K,David Yates
Penktasis elementas,1997PG-132h 6m,Action,7.6,497K,Luc Besson
Pašelęs Maksas 2: Keliaujantis karys,1981R1h 36m,Action,7.6,190K,George Miller
Kietakiaušiai,2007N-161h 53m,Comedy,7.6,619K,Greg Mottola
Krydas: Gimęs kovoti,2015N-132h 13m,Action,7.6,306K,Ryan Coogler
Deadpool 2,2018N-161h 59m,Action,7.6,627K,David Leitch
Beždžionių planetos aušra,2014N-132h 10m,Action,7.6,461K,Matt Reeves
Kur skraido tik ereliai,1968M2h 38m,Action,7.6,62K,Brian G. Hutton
Taip gimė žvaigždė,2018N-132h 16m,Drama,7.6,410K,Bradley Cooper
Bezdzioniu planetos sukilimas,2011PG-131h 45m,Action,7.6,550K,Rupert Wyatt
Plona raudona linija,1998R2h 50m,Drama,7.6,197K,Terrence Malick
Vaikis ant ratu,2017R1h 53m,Action,7.6,591K,Edgar Wright
Iniršis,2014N-162h 14m,Action,7.6,531K,David Ayer
Pjūklas,2004R1h 43m,Horror,7.6,459K,James Wan
Vajana,2016V1h 47m,Animation,7.6,366K,Ron Clements
Nimona,2023PG1h 41m,Animation,7.6,35K,Nick Bruno
Dark Waters,2019PG-132h 6m,Biography,7.6,98K,Todd Haynes
Velniop tą darbą,1999R1h 29m,Comedy,7.6,283K,Mike Judge
Kietas riešutėlis. Kerštas su kaupu,1995R2h 8m,Action,7.6,402K,John McTiernan
Žvaigždžių dulkės,2007PG-132h 7m,Adventure,7.6,281K,Matthew Vaughn
Įspėjantis pranešimas,2002PG-132h 25m,Action,7.6,576K,Steven Spielberg
Skaitovas,2008R2h 4m,Drama,7.6,256K,Stephen Daldry
Nuopuolis,1993R1h 53m,Action,7.6,202K,Joel Schumacher
Traukinys i Busana,2016Not Rated1h 58m,Action,7.6,247K,Sang-ho Yeon
Mulen Ružas,2001PG-132h 7m,Drama,7.6,296K,Baz Luhrmann
Drugio efektas,2004R1h 53m,Drama,7.6,513K,Eric Bress
Ateini čia arba gausi i duda!,2010N-161h 57m,Action,7.6,586K,Matthew Vaughn
Ka mes veikiame seseliuose,2014N-161h 26m,Comedy,7.6,196K,Jemaine Clement
Kung Fu Panda,2008V1h 32m,Animation,7.6,504K,Mark Osborne
Žvaigždžių karai. Sitų kerštas,2005N-72h 20m,Action,7.6,831K,George Lucas
Zombiu žeme,2009R1h 28m,Action,7.6,610K,Ruben Fleischer
Lethal Weapon,1987R1h 49m,Action,7.6,272K,Richard Donner
OMG 2,20232h 36m,Comedy,7.6,35K,Amit Rai
Dabar ir visada,1953Passed1h 58m,Drama,7.6,50K,Fred Zinnemann
Krikštatevis III,1990R2h 42m,Crime,7.6,417K,Francis Ford Coppola
Kiti,2001PG-131h 41m,Horror,7.6,387K,Alejandro Amenábar
Maištininkas be priežasties,1955PG-131h 51m,Drama,7.6,96K,Nicholas Ray
Mano pusbrolis Vinis,1992R2h,Comedy,7.6,137K,Jonathan Lynn
Galaktikos sergėtojai 2,2017N-132h 16m,Action,7.6,743K,James Gunn
Do lok tin si,1995Not Rated1h 39m,Comedy,7.6,48K,Kar-Wai Wong
Apdovanotoji,2017PG-131h 41m,Drama,7.6,127K,Marc Webb
Šerlokas Holmsas,2009PG-132h 8m,Action,7.6,660K,Guy Ritchie
Nerealieji 2,2018V1h 58m,Animation,7.6,322K,Brad Bird
Tikras išbandymas,2010PG-131h 50m,Drama,7.6,353K,Ethan Coen
Mašinistas,2004R1h 41m,Drama,7.6,410K,Brad Anderson
Telma ir Luiza,1991R2h 10m,Adventure,7.6,168K,Ridley Scott
Guillermo del Toro's Pinocchio,2022PG1h 57m,Animation,7.6,108K,Guillermo del Toro
"Žmogus, pakeitęs viską",2011PG-132h 13m,Biography,7.6,454K,Bennett Miller
Savas žmogus,2006R2h 9m,Crime,7.6,392K,Spike Lee
Bjaurusis aš,2010V1h 35m,Animation,7.6,573K,Pierre Coffin
Vidurnaktis Paryžiuje,2011PG-131h 34m,Comedy,7.6,444K,Woody Allen
Rytietiški pažadai,2007N-161h 40m,Crime,7.6,257K,David Cronenberg
Vestsaido istorija,1961Approved2h 33m,Crime,7.6,119K,Jerome Robbins
Nuogas ginklas. Iš ypatingojo policijos skyriaus bylu,1988PG-131h 25m,Comedy,7.6,181K,David Zucker
Ölümlü Dünya,20181h 47m,Action,7.6,30K,Ali Atay
After Hours,1985R1h 37m,Comedy,7.6,78K,Martin Scorsese
Mažoji princesė,1995G1h 37m,Drama,7.6,36K,Alfonso Cuarón
Tamsos miestas,1998R1h 40m,Fantasy,7.6,210K,Alex Proyas
"Oda, kurioje gyvenu",2011N-162h,Drama,7.6,163K,Pedro Almodóvar
Šnipu tiltas,2015N-132h 22m,Drama,7.6,324K,Steven Spielberg
Dingusioji,2007N-71h 54m,Crime,7.6,285K,Ben Affleck
Ponyo ant uolos prie jūros,2008V1h 41m,Animation,7.6,157K,Hayao Miyazaki
Snieguolė ir septyni nykštukai,1937Approved1h 23m,Animation,7.6,212K,William Cottrell
Pusryčiai pas Tifani,1961Approved1h 55m,Comedy,7.6,189K,Blake Edwards
Mazoji undinele,1989G1h 23m,Animation,7.6,286K,Ron Clements
Nematoma puse,2009PG-132h 9m,Biography,7.6,355K,John Lee Hancock
Patruliai,2012R1h 49m,Action,7.6,264K,David Ayer
Jeremija Džonsonas,1972GP1h 48m,Adventure,7.6,34K,Sydney Pollack
Artimi trečiojo laipsnio kontaktai,1977PG2h 18m,Drama,7.6,213K,Steven Spielberg
Musė,1986N-161h 36m,Drama,7.6,198K,David Cronenberg
Paukščiai,1963PG-131h 59m,Drama,7.6,201K,Alfred Hitchcock
Tenenbaumų šeima,2001R1h 50m,Comedy,7.6,309K,Wes Anderson
Karo dievas,2005R2h 2m,Crime,7.6,332K,Andrew Niccol
Siekiant gailestingumo,2019PG-132h 17m,Biography,7.6,74K,Destin Daniel Cretton
Doraibu mai kâ,2021Unrated2h 59m,Drama,7.6,62K,Ryûsuke Hamaguchi
Narkotikų kelias,2000R2h 27m,Crime,7.6,217K,Steven Soderbergh
Lemiamas taškas,2005R2h 4m,Drama,7.6,226K,Woody Allen
Floridos projektas,2017R1h 51m,Drama,7.6,124K,Sean Baker
Pamirštas greitkelis,1997R2h 14m,Mystery,7.6,151K,David Lynch
The Peanut Butter Falcon,2019PG-131h 37m,Adventure,7.6,99K,Tyler Nilson
Reidas: atpirkimas,2011R1h 41m,Action,7.6,214K,Gareth Evans
Romeo ir Džiuljeta,1968PG2h 18m,Drama,7.6,34K,Franco Zeffirelli
Džiunglių knyga,1967G1h 18m,Animation,7.6,195K,Wolfgang Reitherman
Drakonas įžengia,1973R1h 42m,Action,7.6,111K,Robert Clouse
Sanju,2018TV-MA2h 35m,Biography,7.6,60K,Rajkumar Hirani
Paprastas kraujas,1984R1h 39m,Crime,7.6,103K,Joel Coen
25-a valanda,2002R2h 15m,Drama,7.6,183K,Spike Lee
Paslaptinga oda,2004Unrated1h 45m,Drama,7.6,75K,Gregg Araki
Rušmoro koledžas,1998R1h 33m,Comedy,7.6,195K,Wes Anderson
Tramdantys ugnį,2017N-132h 14m,Action,7.6,75K,Joseph Kosinski
Sabrina,1954Passed1h 53m,Comedy,7.6,69K,Billy Wilder
Superišmanieji,2021PG1h 54m,Animation,7.6,123K,Michael Rianda
Paieška,2018N-131h 42m,Drama,7.6,177K,Aneesh Chaganty
Arietė iš nykštukų šalies,2010V1h 34m,Animation,7.6,101K,Hiromasa Yonebayashi
Laisves puslapiai,2007PG-132h 3m,Biography,7.6,84K,Richard LaGravenese
The Commitments,1991R1h 58m,Comedy,7.6,38K,Alan Parker
60-asis greitkelis,2002R1h 56m,Adventure,7.6,36K,Bob Gale
Pavojingi ryšiai,1988R1h 59m,Drama,7.6,74K,Stephen Frears
21 gramas,2003R2h 4m,Crime,7.6,244K,Alejandro G. Iñárritu
Kelly's Heroes,1970GP2h 24m,Adventure,7.6,53K,Brian G. Hutton
50/50,2011R1h 40m,Comedy,7.6,341K,Jonathan Levine
Watership Down,1978PG1h 31m,Animation,7.6,39K,Martin Rosen
Žvaigždžių kelias: Pirmasis Kontaktas,1996PG-131h 51m,Action,7.6,131K,Jonathan Frakes
Milžinas,1956G3h 21m,Drama,7.6,42K,George Stevens
Aš esu Semas,2001PG-132h 12m,Drama,7.6,154K,Jessie Nelson
Gettysburg,1993PG4h 31m,Drama,7.6,31K,Ron Maxwell
